Job Outlook for JB,Est.,Pipeline,Estimating Status,Bid Due Date,Project Name,Owner,Architect,Pipeline Probability,Approx. Start Date,# of Months,Approx. Cost,Approx. Finish,Project City,Project State,Market Type,Notes/Description,BD/PM/AM,ITB Date,Lead Estimator,Estimator,Est. Asst.,PX/PM,Estimate Type,RFI Due Date,Schedule,Factored $,Factored $ per month,Duration,2025 % Complete,Days in 2025,$ in 2025,Days in 2026,$ in 2026,Days in 2027,$ in 2027,Notes for JB Outlook
,,,8 Archive Loss,12/01/23,Hawes Amenity,Taylor Morrison,,1%,12/04/23,8,"$4,824,910",08/04/24,Mesa,Arizona,Clubhouse,"Amenity Building, Pool, P-Ball Courts,",Brian,,PS,PS,AT,,HB-3,N/A,Duration,"$48,249","$6,031",245,0%,0,$0,245,"48,249",0,$0,
,,,8 Archive Loss,05/01/24,Helm Hanger #3,Mac Automotive Consulting,,1%,08/05/24,6,"$1,296,094",02/05/25,Scottsdale,Arizona,Office TI,"Add Steel Mezz, Interior executive offices, bar in hanger",Paul,,KC,KC,AT,,HB-3,N/A,Full,"$12,961","$2,160",185,19%,35,"$2,452",150,"10,509",0,$0,
,TRUE,,8 Archive Loss,03/19/25,Henry - Mayo,FRC,,5%,08/04/25,10,"$5,547,652",06/04/26,Phoenix,Arizona,Restaurant,"Demo, New Ground up Henry - North Scottsdale",Brian,,KC,KC,AL,,Neg.,,,"$277,383","$27,738",305,49%,149,"$135,508",156,"141,874",0,$0,
,,,8 Archive Loss,11/29/23,Hive Fit,Mainspring Capital Group,,2%,01/15/24,5,"$2,329,871",06/15/24,Scottsdale,Arizona,Retail TI,"20K SF Fitness Center, Restrooms Etc.",Melinda,,KC,KC,AL,,HB,N/A,Duration,"$46,597","$9,319",153,0%,0,$0,153,"46,597",0,$0,
,,,8 Archive Loss,09/05/24,HVHA Elders' Place,Hoopa Valley Housing Authority,,2%,09/09/24,12,"$7,500,000",09/09/25,Hoopa,California,"Multifamily
Native","15 Residential buildings, 5 single family 10 duplexes ~20kSF",Melinda,,,,,,,,,"$150,000","$12,500",366,69%,251,"$102,869",115,"47,131",0,$0,
,,,8 Archive Loss,06/10/24,Inland Center DHS Office BTS,Macerich,,1%,08/05/24,6,"$8,367,213",02/05/25,San Bernardino,California,Office TI,"Dept. Human Services 37,500SF Office BTS",Brian,,KC,KC,MB,,HB-4,N/A,Full,"$83,672","$13,945",185,19%,35,"$15,830",150,"67,842",0,$0,
,,,8 Archive Loss,05/09/23,Jones Ford & Buick GMC - Casa Grande,John McCauley,,1%,11/06/23,6,"$14,828,053",05/06/24,Casa Grande,Arizona,Auto Dealer,Turning a Sam's Club into Dealership - Site,Melinda,,CH,BM,AT,,Con.,05/02/23,Duration,"$148,281","$24,713",183,0%,0,$0,183,"148,281",0,$0,
,TRUE,,8 Archive Loss,04/25/25,Kahoots - Cave Creek,Kahoots Pets,,5%,08/01/25,4,"$362,226",12/01/25,Phoenix,Arizona,Retail TI,Change Big 5 to a Kahoots Pet Store,Brian,,TS,TS,AT,,HB-2,,,"$18,111","$4,528",123,100%,123,"$18,111",0,0,0,$0,
,TRUE,,8 Archive Loss,03/04/25,Kingman Sunbelt Park Improvements CMAR,City of Kingman,,1%,10/01/25,10,$0,08/01/26,Kingman,Arizona,Parks & Rec,"20 Acres multipurpose fields, areas for food trucks and gathering spaces, a splash pad, walking path, restroom building, sensory playground, maintenance building and parking",James,,MW,MW,N/A,,RFP,,,$0,$0,305,30%,91,$0,214,0,0,$0,
,,,8 Archive Loss,10/10/24,La Privade Community Center - Park,Ashton Woods,,5%,11/04/24,8,"$4,386,664",07/04/25,Goodyear,Arizona,Clubhouse,"Amenity Building, Courtyard, Pool, Playground",Adam,,KC,KC,AT,,HB-3,,,"$219,333","$27,417",243,76%,184,"$166,079",59,"53,254",0,$0,
,,,8 Archive Loss,10/20/21,Lock Safe Storage - Peoria,Lock Safe Storage,,10%,12/01/21,9,"$7,380,826",09/01/22,Peoria,Arizona,Storage,New Storage Facility with Site,Melinda,07/09/21,JH/KC,-,LH,MC,HB,NA,Update,"$738,083","$82,009",275,0%,0,$0,275,"738,083",0,$0,
,,,8 Archive Loss,07/21/23,Longbow Marketplace,D.R. Horton,,5%,10/02/23,8,"$6,606,737",06/02/24,Mesa,Arizona,"Retail
Site",Site Infrastructure - Shops A/B,Brian,,JF,KC,AL,,HB-3,N/A,Duration,"$330,337","$41,292",245,0%,0,$0,245,"330,337",0,$0,
,,,8 Archive Loss,01/30/24,Love's Benson,Love's Travel Stops,,3%,03/04/24,6,"$4,511,864",09/04/24,Benson,Arizona,Travel Center,New Speedco & Truck Wash,Melinda,07/24/23,KC,KC,AL,,HB-3,N/A,Full,"$135,356","$22,559",185,0%,0,$0,185,"135,356",0,$0,
,,,8 Archive Loss,12/18/23,Love's Corning Major Remodel,Love's Travel Stops,,3%,03/04/24,6,"$1,285,398",09/04/24,Corning,California,Travel Center TI,Loves Major Remodel,Melinda,07/24/23,KC,KC,AL,,HB-3,Pending,Full,"$38,562","$6,427",185,0%,0,$0,185,"38,562",0,$0,
,,,8 Archive Loss,01/31/25,Love's Eloy,Love's Travel Stops,,1%,05/01/25,10,"$17,241,773",03/01/26,Eloy,Arizona,Travel Center,"Ground Up C Store - Truck/Car Fueling, Tire Shop",Melinda,,KC,KC,AT,,HB-3,,,"$172,418","$17,242",305,80%,244,"$137,934",61,"34,484",0,$0,
,,,8 Archive Loss,11/06/23,Love's Las Cruces,Love's Travel Stops,,1%,03/04/24,12,"$23,544,329",03/04/25,Las Cruces,New Mexico,Travel Center,"Demo, Full C-Store, Site, Speedco",Melinda,10/30/23,JH,KC,MB,,HB-4,10/30/23,Full,"$235,443","$19,620",366,17%,62,"$39,884",304,"195,559",0,$0,
,,,8 Archive Loss,03/14/24,Love's Quartzsite,Love's Travel Stops,,1%,06/03/24,5,"$977,053",11/03/24,Quartzsite,Arizona,Travel Center,Speedco,Melinda,,KC,KC,AL,,HB-3,Pending,,"$9,771","$1,954",154,0%,0,$0,154,"9,771",0,$0,
,,,8 Archive Loss,11/04/24,Love's Winslow,Love's Travel Stop,,1%,12/02/24,10,"$18,310,010",10/02/25,Winslow,Arizona,Travel Center,"Ground up, Full site, Fuel Etc",Melinda,,JH,JH,AL,,HB-3,,,"$183,100","$18,310",305,90%,274,"$164,490",31,"18,610",0,$0,
,,,8 Archive Loss,12/13/24,Loves Lancaster CA,Love's Travel Stops,,10%,05/01/25,10,"$15,577,984",03/01/26,Lancaster,California,Travel Center,Ground Up w/Speedco,Melinda,09/04/23,JH,JH,AL,,HB-3,Pending,Full,"$1,557,798","$155,780",305,80%,244,"$1,246,239",61,"311,560",0,$0,
,,,8 Archive Loss,03/11/25,MACK - Site A Big AZ Tents - Update,Mack,,5%,05/01/25,5,"$636,279",10/01/25,Phoenix,Arizona,Office TI,"Office TI, Tent Washing Alt",Brian,,NR,NR,AT,,HB-3,,,"$31,814","$6,363",154,100%,154,"$31,814",0,0,0,$0,
,,,8 Archive Loss,02/19/25,MACK - Spec Suite TI's - Site C,Mack,,10%,05/01/25,3,"$458,744",08/01/25,Phoenix,Arizona,Industrial,Only Suite #101 North Block,Brian,,JF/ NR,JF/ NR,MB,,HB-3,,,"$45,874","$15,291",93,100%,93,"$45,874",0,0,0,$0,
,,,8 Archive Loss,03/03/22,MAYDALL Batting Cages,Diamondbacks,,25%,05/01/22,4,"$1,472,750",09/01/22,Scottsdale,Arizona,Clubhouse,Enclosed Batting Cages for D-Backs,David,,JF,LH,SH,MC,Con.,,Duration,"$368,188","$92,047",124,0%,0,$0,124,"368,187",0,$0,
,,,8 Archive Loss,04/27/22,Merrill Ranch Storage,Wentworth,,5%,02/01/23,14,"$13,781,670",04/01/24,San Tan Valley,Arizona,Storage,Climate Controlled Storage and RV Parking,Melinda,,JF/BM,BM,-,NR,Neg.,NA,Full-Update,"$689,084","$49,220",426,0%,0,$0,426,"689,084",0,$0,
,,,8 Archive Loss,09/06/23,Mesa Business Park - BLDG II TI,Scannell Properties,,5%,11/06/23,5,"$2,768,753",04/06/24,Mesa,Arizona,"Industrial
Office TI","Utility Infrastructure, 100K SF TI",Melinda,,JF,N/A,N/A,,RFP,N/A,Full,"$138,438","$27,688",153,0%,0,$0,153,"138,438",0,$0,
,,,8 Archive Loss,11/03/23,MIP - Scottsdale - Phase I,Mack RE Group,,100%,09/02/24,10,"$73,521,214",07/02/25,Scottsdale,Arizona,Industrial,"95 Acres - Site, Infrastructure, (2 of 9 bldgs)",Adam,,PS,PS,MB,Rav,Neg.,N/A,Duration,"$73,521,214","$7,352,121",304,60%,182,"$44,015,990",122,"29,505,224",0,$0,
,,,8 Archive Loss,01/18/24,Mirabel - Remodel,Mirabel,,5%,06/03/24,4,"$2,594,882",10/03/24,Scottsdale,Arizona,Clubhouse,"Men's Locker Room, Shower, Patio Grill Update. Cart Staging Area, Bocce Ball courts",,,JF,KC,AT,,HB-3,N/A,,"$129,744","$32,436",123,0%,0,$0,123,"129,744",0,$0,
,,,8 Archive Loss,04/03/24,Mountainside Peoria Expansion,Mountainside Fitness,,5%,06/01/24,2,"$499,695",08/01/24,Perioa,Arizona,Sports/Fitness,Outdoor Work out expansion space,Adam,,JH,JH,AT,,HB,N/A,,"$24,985","$12,492",62,0%,0,$0,62,"24,985",0,$0,
,,,8 Archive Loss,05/29/25,Navajo Nation DB Chilchenbeto Marketplace & Fuel,Navajo Nation,Worth Group,2%,,,,#INVALID DATA TYPE,Chilchenbeto,Arizona,"Grocery
Native
Travel Center",Marketplace and Fuel Station,Melinda,,,,,,,,,$0,#DIVIDE BY ZERO,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,#INVALID DATA TYPE,
,,,8 Archive Loss,01/24/22,Northsight  - Personal Gourmet TI,Jim Riggs,,0%,03/01/22,3,"$545,350",06/01/22,Scottsdale,Arizona,Site,Landlord Work and TI,Brian,,JF,BM,MB,,Neg.,NA,Duration,$0,$0,93,0%,0,$0,93,0,0,$0,
,,,8 Archive Loss,12/14/23,NYX Cycle,Jeff Hohl,,50%,01/08/24,2,"$531,395",03/08/24,Scottsdale,Arizona,Retail TI,"Convert 2,500SF crossfit gym to Spin Class",Melinda,,JF,BM,AT,,Neg.,N/A,Duration,"$265,698","$132,849",61,0%,0,$0,61,"265,698",0,$0,
,,,8 Archive Loss,10/05/22,Ocotillo Medical Collaborative,Cypress West,,5%,01/01/23,10,"$4,038,961",11/01/23,Queen Creek,Arizona,MOB,21K SF Single Story MOB shell,Brian,,PS,KC,SH,NR,HB-3,,Duration,"$201,948","$20,195",305,0%,0,$0,305,"201,948",0,$0,
,,,8 Archive Loss,01/17/22,Oliver Smith Jewelry TI,Oliver Smith,,50%,02/01/22,3,"$275,000",05/01/22,Fort Mojave,Arizona,Retail TI,Expansion,Adam,,AB,NA,NA,MC,Neg.,NA,Full,"$137,500","$45,833",90,0%,0,$0,90,"137,500",0,$0,
,,,8 Archive Loss,09/20/23,Palm Valley Storage - Camelback & 152nd Ave,Wentworth,,10%,12/01/23,14,"$14,668,244",02/01/25,Litchfield Park,Arizona,Storage,Climate Controlled Storage and RV Parking,Melinda,,JH,JH,MB,,HB-3,NA,Full,"$1,466,824","$104,773",429,7%,31,"$105,994",398,"1,360,830",0,$0,
,TRUE,,8 Archive Loss,05/08/24,Papago Plaza Retail & Site,Lee Mashburn,,10%,06/01/25,8,"$7,478,067",02/01/26,Scottsdale,Arizona,Retail,Retail B & C and Sitework,Melinda,05/28/21,CH,CH,AL,NR,HB-2,,Full,"$747,807","$93,476",246,87%,213,"$647,491",33,"100,316",0,$0,
,,,8 Archive Loss,09/30/24,Pediatrics Associates,YAM,,2%,11/01/24,6,"$2,451,454",05/01/25,Phoenix,Arizona,MOB,16K SF Office TI for Pediatrics,Joe,,KC,KC,AT,,HB-3,,,"$49,029","$8,172",182,66%,120,"$32,327",62,"16,702",0,$0,
,,,8 Archive Loss,06/06/23,Penske Trucking Facility,Penske,,2%,08/07/23,10,"$10,705,483",06/07/24,Goodyear,Arizona,Auto Service,Ground up PEMB Truck Service Building,Adam,TBD,JH,JH,LH,,HB-3,NA,Duration,"$214,110","$21,411",306,0%,0,$0,306,"214,110",0,$0,
,TRUE,,8 Archive Loss,09/02/25,PHX - Sky Harbor Fuel Island Relocation,City of Phoenix,,1%,10/06/25,5,"$3,444,697",03/06/26,Phoenix,Arizona,Fuel Station,"(3) 12k gal above ground tanks, power, fire, lighting etc",Adam,,KS,KS,AL,,HB-6,,,"$34,447","$6,889",152,57%,86,"$19,490",66,"14,957",0,$0,
,,,8 Archive Loss,05/17/22,Pioneer Title - Mesa,Pioneer Title-Keith Newlon/John Asher,,90%,07/01/22,5,"$939,192",12/01/22,Mesa,Arizona,Office TI,New TI,Joe,N/A,BG,,MB,NR,Neg.,NA,Duration,"$845,273","$169,055",154,0%,0,$0,154,"845,273",0,$0,
,,,8 Archive Loss,06/23/23,Porsche North Scottsdale,Penske,,1%,10/09/23,8,"$19,332,379",06/09/24,Scottsdale,Arizona,Auto Dealer,"75,000SF 2 story dealership and service",Brian,,JF,KC,AL,,HB-3,N/A,Full,"$193,324","$24,165",245,0%,0,$0,245,"193,324",0,$0,
,,,8 Archive Loss,03/22/24,Postino's TI,Upward,,75%,05/01/24,7,"$1,763,651",12/01/24,Peoria,Arizona,Restaurant TI,Restaurant TI for Postinos,Melinda,,CH,CH,AT,Greg,Neg.,N/A,Duration,"$1,322,738","$188,963",215,0%,0,$0,215,"1,322,738",0,$0,
,,,8 Archive Loss,11/06/23,PPCC Kitchen Remodel,Pinnacle Peak Country Club,,50%,06/01/25,6,"$2,515,000",12/01/25,Scottsdale,Arizona,Clubhouse,Total Kitchen Remodel,Melinda,,JF,JF,N/A,NR,RFP,N/A,Duration,"$1,257,500","$209,583",184,100%,184,"$1,257,500",0,0,0,$0,
,,,8 Archive Loss,12/01/21,Prasada Sprouts - Update Bid,SimonCRE,,35%,04/04/22,9,"$5,592,343",01/04/23,Surprise,Arizona,Retail,Sprouts BTS,Melinda,,CH,BM,SH,MC,HB-3,,Duration,"$1,957,320","$217,480",276,0%,0,$0,276,"1,957,320",0,$0,
,,,8 Archive Loss,09/18/24,PV Phase 3 Infrastructure,RED Development,,10%,11/18/24,4,"$1,533,776",03/18/25,Phoenix,Arizona,Site,"New Water, Sewer and streets at PV center",Brian/Melinda,,JF,JF,AT,???,HB-2,N/A,Full,"$153,378","$38,344",121,63%,76,"$96,336",45,"57,041",0,$0,
,,,8 Archive Loss,01/20/22,Rain Rock Casino & Hotel Expansion,Karuk Tribe,,0%,04/01/22,12,"$40,729,547",04/01/23,Happy Camp,California,"Hospitality
Native","New 4-story hotel, HGB is architect",Melinda,N/A,PS,KC,SH,NR,HB-3,NA,Full,$0,$0,366,0%,0,$0,366,0,0,$0,
,,,8 Archive Loss,09/29/23,Rancho Mercado Parcel -A2,Taylor Morrison,,5%,01/08/24,7,"$1,110,958",08/08/24,Surprise,Arizona,Clubhouse,"Pool, Pool Deck and Pool Building",Brian,,JF,BG,AL,,HB,N/A,Duration,"$55,548","$7,935",214,0%,0,$0,214,"55,548",0,$0,
TRUE,TRUE,,8 Archive Loss,07/15/25,Render Norterra,Crescent Communities,,25%,11/16/26,24,"$52,836,442",11/16/28,Phoenix,Arizona,Multifamily,Multifamily at Norterra,Melinda,,PS,PS,MB,,Con.,,,"$13,209,111","$550,380",732,0%,0,$0,732,"13,209,111",0,$0,
,,,8 Archive Loss,01/27/25,Republic Services Transfer Station,Republic Services,,10%,04/01/25,8,"$6,150,215",12/01/25,Sun City,Arizona,Industrial,"Weigh Station, Transfer Station PEMB",Melinda,,CH,CH,AL,,HB-3,,,"$615,022","$76,878",245,100%,245,"$615,021",0,0,0,$0,
,,,8 Archive Loss,07/30/24,Retreat at Asante,Lennar,,3%,09/01/24,12,"$10,870,909",09/01/25,Surprise,Arizona,Clubhouse,"7 acre site, amenities, sports courts,",Brian,,CH,CH,AT,,HB-3,N/A,Duration,"$326,127","$27,177",366,66%,243,"$216,527",123,"109,600",0,$0,
,,,8 Archive Loss,03/16/23,Rodeo CDRJ - Service Expansion,Tally CM,,1%,05/22/23,8,"$3,897,504",01/22/24,Queen Creek,Arizona,Auto Dealer,"New Service Bay, Updated Show Room, Parking Revisions",Melinda,,KC,KC,MB,NR,HB-3,TBD,Duration,"$38,975","$4,872",246,0%,0,$0,246,"38,975",0,$0,
,,,8 Archive Loss,11/02/22,Safeway #072 - Peoria,Peterson Group,,0%,02/01/23,10,"$19,938,007",12/01/23,Peoria,Arizona,Grocery,Safeway & 25K SF of Shops,Adam,,CH,BM,MB,NR,,,Duration,$0,$0,304,0%,0,$0,304,0,0,$0,
,,,8 Archive Loss,05/16/23,SARAS - TI,Yield Engineering Systems,,2%,08/07/23,4,"$1,233,817",12/07/23,Chandler,Arizona,Office TI,2nd Floor TI for Y.E.S. sister company,Marc,NA,JF,N/A,N/A,,Neg.,NA,Duration,"$24,676","$6,169",123,0%,0,$0,123,"24,676",0,$0,
TRUE,TRUE,,8 Archive Loss,07/03/25,Seafood City,Camburas Theodore,,5%,09/08/25,8,"$12,666,752",05/08/26,Chandler,Arizona,Grocery TI,"65,000SF Grocery in 2nd Level Sears",Melinda,,TS,TS,AT,,HB-4,,,"$633,338","$79,167",243,47%,114,"$297,121",129,"336,216",0,$0,
,,,8 Archive Loss,05/06/22,SFS Lux Phase 14 RFP,Macerich,,100%,01/01/23,10,"$25,000,000",11/01/23,Scottsdale,Arizona,"Demo
Retail TI",Renovate Interior Mall Finishes,Brian,,BR/CH,N/A,N/A,MC,Neg.,,Duration,"$25,000,000","$2,500,000",305,0%,0,$0,305,"25,000,000",0,$0,
,,,8 Archive Loss,04/26/24,SMBMI - 12KV Power Distribution,San Manuel Band of Mission Indians,,1%,01/01/25,10,"$15,000,000",11/01/25,Highland,California,Native,12KV Power Distribution Project,Melinda,,BR,JF,N/A,,RFP,N/A,,"$150,000","$15,000",305,100%,305,"$150,000",0,0,0,$0,
,,,8 Archive Loss,04/17/24,SMBMI - Holly Circle Repave,San Manuel Band of Mission Indians,,5%,10/01/24,2,"$316,277",12/01/24,Highland,California,Native,Remove and Repave Neighborhood street,Melinda,,JF,JF,AL,N/A,Con.,N/A,Duration,"$15,814","$7,907",62,0%,0,$0,62,"15,814",0,$0,
,,,8 Archive Loss,04/19/24,SMBMI - Parking Lot Work,San Manuel Band of Mission Indians,,5%,05/01/24,2,"$453,477",07/01/24,Highland,California,Native,"Demo Island, Repave and relocate electrical",Melinda,,JF,JF,AL,N/A,Con.,N/A,Duration,"$22,674","$11,337",62,0%,0,$0,62,"22,674",0,$0,
,TRUE,,8 Archive Loss,04/04/25,SMBMI YRC Smoking Patio Design/Build,San Manuel Band of Mission Indians,,5%,11/12/25,7,"$4,319,350",06/12/26,Highland,California,Native,Smoking Patio - Design Build,Melinda,,NR,NR,N/A,,D/B,,,"$215,968","$30,853",213,23%,49,"$49,683",164,"166,285",0,$0,
,,,8 Archive Loss,11/16/22,Stack Self Storage,RAD Architectural Design,,5%,11/18/22,14,"$11,728,988",01/18/24,Queen Creek,Arizona,Storage,"3-Story 105K Building, 6-17.5K SF 1-Story and Sitework",Hayley,,PS,MB,SH,NR,HB-3,,Full,"$586,449","$41,889",427,0%,0,$0,427,"586,449",0,$0,
,,,8 Archive Loss,12/01/22,Sundance MOB,Mangat Group,,5%,04/24/23,9,"$8,840,468",01/24/24,Buckeye,Arizona,"MOB
Office
Site",44K SF MOB Shell w/ Site,Melinda,,JF,BG,LH,NR,Neg.,NA,Duration,"$442,023","$49,114",276,0%,0,$0,276,"442,023",0,$0,
,TRUE,,8 Archive Loss,05/14/25,Sunstate Denison - Update,Sunstate Equipment,,30%,07/01/25,8,"$4,301,635",03/01/26,Denison,Texas,Industrial,New Site - Existing Building - Civil/Site Improvements,Adam,,AT,AT,AT,AnJel,HB,N/A,,"$1,290,491","$161,311",244,75%,183,"$967,868",61,"322,623",0,$0,
,,,8 Archive Loss,06/20/23,Sunstate Equipment Remodel,Sunstate Equipment Co.,,50%,11/01/23,4,"$762,383",03/01/24,Tucson,Arizona,Auto Service,"Remodel Existing Building, Relocate Tank",Melinda,07/19/23,JF,BG,AT,,HB-2,N/A,Full,"$381,192","$95,298",122,0%,0,$0,122,"381,192",0,$0,
,,,8 Archive Loss,02/14/22,SWC Virginia & Hardin Phase II,Jim Riggs,,0%,03/01/22,3,"$1,410,658",06/01/22,McKinney,Texas,Site,Sitework,Melinda,,JF,-,-,NR,Neg.,,Duration,$0,$0,93,0%,0,$0,93,0,0,$0,
,,,8 Archive Loss,07/08/21,Swenson Storage - Las Vegas,American Premiere Homes,,33%,12/31/30,1,$0,01/31/31,Las Vegas,Nevada,Storage,New Storage Facility,Melinda,06/14/21,JH,,,MC,HB,NA,Full,$0,$0,32,0%,0,$0,32,0,0,$0,
,TRUE,,8 Archive Loss,02/20/25,TAA Maintenance Building,AZ Conference of Seventh-Day Adventist,,5%,05/05/25,8,"$2,776,110",01/05/26,Scottsdale,Arizona,Industrial,23k SF Storage & Maintenance Building,Brian,,JH,JH,AL,,HB-3,,,"$138,806","$17,351",246,98%,240,"$135,420",6,"3,386",0,$0,
,,,8 Archive Loss,06/27/23,The Craft,David Free,,2%,09/04/23,14,"$9,985,252",11/04/24,Scottsdale,Arizona,Multifamily,4 Story Concrete Multi-Use Apartment,Adam,,JF,BM,AL,,Neg.,TBD,Full,"$199,705","$14,265",428,0%,0,$0,428,"199,705",0,$0,
,,,8 Archive Loss,10/24/24,The Harvest Station - Safeway,Eisenberg  - Van Tuyl,,5%,12/02/24,12,"$11,300,508",12/02/25,Queen Creek,Arizona,Grocery,Full Ground up Safeway/TI,Melinda,,KC,KC,AL,,HB-4,N/A,???,"$565,025","$47,085",366,92%,335,"$517,168",31,"47,857",0,$0,
,,,8 Archive Loss,10/24/24,The Harvest Station - Shops & Site,Eisenberg  - Van Tuyl,,5%,12/02/24,12,"$13,084,008",12/02/25,Queen Creek,Arizona,"Retail
Site","Shops A, B and full site",Melinda,,AT,AT,MB,,HB-4,,,"$654,200","$54,517",366,92%,335,"$598,790",31,"55,410",0,$0,
,,,8 Archive Loss,10/07/22,The Rustic - Scottsdale,Herb Goodman,,10%,04/01/23,14,"$10,557,362",06/01/24,Scottsdale,Arizona,Restaurant,19K SF Restaurant,Brian,,JH,N/A,-,-,Neg.,,N/A,"$1,055,736","$75,410",428,0%,0,$0,428,"1,055,736",0,$0,
,,,8 Archive Loss,04/22/22,"The Vineyard - Sprouts, Shops, Onsite/Offsite",Vestar,,10%,06/01/22,8,"$24,455,030",02/01/23,Queen Creek,Arizona,"Retail
Site","Sprouts, Shops and Site",Melinda,,CH,BM,LH,MC,Con.,,,"$2,445,503","$305,688",246,0%,0,$0,246,"2,445,503",0,$0,
,,,8 Archive Loss,10/18/23,Torres Martinez Desert Cahuilla Indians,Gafcon,,20%,01/06/25,7,"$8,000,000",08/06/25,Thermal,California,Native,"Gas Station, Car Wash, C-Store, RV, Community Center",Melinda,,N/A,JF,N/A,,RFP,N/A,TBD,"$1,600,000","$228,571",213,100%,213,"$1,600,000",0,0,0,$0,
,,,8 Archive Loss,01/23/23,Towne Storage Surprise Waddell & Reems,Towne Storage,,25%,05/08/23,16,"$13,768,317",09/08/24,Surprise,Arizona,Storage,"3-story, 120K SF, Basement 1 level",Melinda,,PS,,MB,NR,HB-2,,,"$3,442,079","$215,130",490,0%,0,$0,490,"3,442,079",0,$0,
,,,8 Archive Loss,02/02/23,Traditions Golf Club - Price Update,Traditions Golf Club,,3%,08/01/23,12,"$1,463,094",08/01/24,Palm Springs,California,Clubhouse,Golf Clubhouse Patio & Pickleball Courts,Melinda,,BM/JF,BM,-,,Con.,,Duration,"$43,893","$3,658",367,0%,0,$0,367,"43,893",0,$0,
,,,8 Archive Loss,08/17/23,Trailhead Site & Shops,Foursite,,1%,09/18/23,10,"$32,611,355",07/18/24,Peoria,Arizona,"Retail
Site",Full site ~26k SF of 3 shops buildings,Melinda,07/20/23,JH,TBD,AT,,HB-4,N/A,Full,"$326,114","$32,611",305,0%,0,$0,305,"326,114",0,$0,
,,,8 Archive Loss,04/26/24,Turbo Resources,Rick Willden,,5%,09/02/24,10,"$16,940,687",07/02/25,Chandler,Arizona,Industrial,180K SF Industrial Expansion - 80K SF Mezzanaine,Brian,,JH,JH,AL,,HB-3,Pending,,"$847,034","$84,703",304,60%,182,"$507,106",122,"339,928",0,$0,
,,,8 Archive Loss,11/06/24,Verdin - Community Center,Taylor Morrision,,5%,12/01/24,10,"$9,412,507",10/01/25,Phoenix,Arizona,Clubhouse,"Community Clubhouse, Pool Etc. - Vert Only",Brian,,PS,PS,MB,,HB-3,,,"$470,625","$47,063",305,90%,273,"$421,248",32,"49,377",0,$0,
,,,8 Archive Loss,01/08/25,Verrado Marketplace,Vestar,,2%,04/07/25,8,"$7,643,772",12/07/25,Buckeye,Arizona,"Retail
Site","Buildings, A,B,D,F - No site",Adam,,KC,KC,AL,,HB-5,,,"$152,875","$19,109",245,100%,245,"$152,875",0,0,0,$0,
,,,8 Archive Loss,01/08/25,Verrado Marketplace,Vestar,,2%,05/05/25,8,"$10,358,245",01/05/26,Buckeye,Arizona,Retail,"Ross, Home Goods, Marshall's, Ulta Shop G and H (Tilt)",Adam,,CH,CH,AT,,HB-5,,,"$207,165","$25,896",246,98%,240,"$202,112",6,"5,053",0,$0,
TRUE,TRUE,TRUE,8 Archive Loss,07/24/25,Veterinary Neurological Center (VNC),R.B. Carroll Consulting,,5%,10/01/25,10,"$7,346,442",08/01/26,Phoenix,Arizona,MOB,14K SF Neurological Vet Center - 1.85 Site,Adam,,AT,AT,AL,,HB-4,,,"$367,322","$36,732",305,30%,91,"$109,594",214,"257,728",0,$0,
,,,8 Archive Loss,02/09/23,Viejas F&B - Phase B Demo,ProForm,,25%,04/01/23,24,"$978,427",04/01/25,Alpine,California,"Entertainment
Restaurant TI",F&B Renovations,Melinda,,JF,-,-,NR,Con.,,,"$244,607","$10,192",732,12%,90,"$30,075",642,"214,532",0,$0,
,,,8 Archive Loss,07/14/23,Vistancia Point,Barclay,,1%,08/14/23,8,"$12,907,351",04/14/24,Peoria,Arizona,Site,"Site, Utility and Road infrastrucute",Melinda,,CH,KC,AT,,HB-4,N/A,Duration,"$129,074","$16,134",245,0%,0,$0,245,"129,074",0,$0,
,,,8 Archive Loss,08/15/23,"Vistancia Point - Shops A,B,C",Barclay,,1%,09/18/23,12,"$6,147,872",09/18/24,Peoria,Arizona,Retail,"Retails Shops A, B, C",Melinda,,CH,KC,AL,,HB-4,N/A,Duration,"$61,479","$5,123",367,0%,0,$0,367,"61,479",0,$0,
,TRUE,TRUE,8 Archive Loss,07/25/25,Wyndham ECHO Suites,Sandpiper Hospitality,,1%,11/01/25,12,"$11,209,355",11/01/26,Chandler,Arizona,Multifamily,(4) Story Wood frame extended stay hotel 124 Units,Paul,,PS,PS,AL,,HB-3,,,"$112,094","$9,341",366,16%,60,"$18,376",306,"93,718",0,$0,
,TRUE,TRUE,8 Archive Loss,08/28/25,Yavapai-Prescott DB Travel Center,YPIT,,10%,04/01/26,12,"$20,000,000",04/01/27,Prescott Valley,Arizona,"Native
Travel Center",,Brian/Melinda,,,,,,RFP,,,"$2,000,000","$166,667",366,0%,0,$0,276,"1,508,197",90,"$491,803",
,,,8 Archive Loss,Plans Due Feb,YES Office - Phase II,Yield Engineering Systems,,2%,05/01/23,8,,01/01/24,Chandler,Arizona,Office TI,Scope Unknown,Marc,,,,,,,,,$0,$0,246,0%,0,$0,246,0,0,$0,
